Data do empenho;Número do empenho;Descrição do órgão;Histórico do empenho;Nome do credor;Valor do empenho;Valor liquidado R$;Valor pago R$;Saldo a pagar R$
 11/04/2023; 1398; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A MANUTENÇÃO DE FURADEIRA BOSCH ROMPEDOR DESTINADO PARA MANUTENÇÃO DAS NECESSIDADES BASICAS DA SECRETARIA DE OBRAS.; ALDO VANIO GOMES 45604185949; R$ 600,00; R$ 600,00; R$ 600,00; R$ 0,00
 02/05/2023; 146; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHA REF, AQUISIÇÃO DE 4 iluminarias de led   40x40 sobrepor para o plenário  desta casa legislativa pilhas alcalina de uso geral e 3 cadeados .; CONAR CASA E CONSTRUCAO LTDA; R$ 708,45; R$ 708,45; R$ 708,45; R$ 0,00
 09/05/2023; 153; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UMA GARRAFA TERMINA EM INOX DE 1 L E UMA GARRAFA TERMICA DE INOX DE 1,9L DE USO DA COPA E COZINHA DESTA CASA LEGISLALTIVA; LITORAL SUL COMERCIO DE MOVEIS E ELETRODOMESTICOS LTDA; R$ 251,90; R$ 251,90; R$ 251,90; R$ 0,00
 29/05/2023; 1809; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A PRESTAÇÃO DE SERVIÇOS EVENTUAIS DE MÃO DE OBRA DE CALCETEIRO PARA ATENDER O DEPARTAMENTO DE OBRAS E SERVIÇOS URBANOS, COMPREENDENDO ASSENTAMENTO DE LAJOTAS, MEIO FIO E PEDRAS IRREGULARES, CONFORME DESCRITO NO EDITAL E ANEXOS.; MGR PRE-MOLDADOS LTDA; R$ 27.226,50; R$ 27.226,50; R$ 27.226,50; R$ 0,00
 10/05/2023; 1688; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE A AQUISIÇÃO DE MATERIAIS PARA USO NA AÇÃO SOCIAL EM HOMENAGEM AO DIA DAS MÃES.; MICHELE RIBEIRO VARGAS MICHELON; R$ 5.437,50; R$ 5.437,50; R$ 5.437,50; R$ 0,00
 06/06/2023; 180; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº59/2023

 

O Sr ANDERSON JOAQUIM DOS SANTOS  OCUPANTE   DO CARGO VEREADOR  DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC SAÍDA PREVISTA AS 08;00 HORAS DO DIA 06/06/2023, RETORNANDO AS 18:00  HORAS DO MESMO DIA  TENDO DIREIRO A UMA DIÁRIAS CONFORME RESOLUÇÃO Nº0067/2023 PUBLICADA EM 24 MARÇO DE 2023 
      
        
 
         
ASSUNTO; VISITA AO GABINETE DOS DEPUTADO NAPOLÃO BERNADES PARA TRATAR DE ASSUNTOS RELEVANTES OS MUNICIPES DO MUNICIPIO DE BALNEÁRIO GAIVOTA SC"; ANDERSON JOAQUIM DOS SANTOS; R$ 600,00; R$ 600,00; R$ 600,00; R$ 0,00
 06/06/2023; 179; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº58/2023

 

O Sr GUSTAVO DE SOUZA DAVILA  OCUPANTE   DO CARGO ASSESSOR  DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC SAÍDA PREVISTA AS 08;00 HORAS DO DIA 06/06/2023, RETORNANDO AS 18:00  HORAS DO MESMO DIA  TENDO DIREIRO A UMA DIÁRIAS CONFORME RESOLUÇÃO Nº0067/2023 PUBLICADA EM 24 MARÇO DE 2023 
      
        
 
         
ASSUNTO; VISITA AO GABINETE DOS DEPUTADO NAPOLÃO BERNADES PARA TRATAR DE ASSUNTOS RELEVANTES OS MUNICIPES DO MUNICIPIO DE BALNEÁRIO GAIVOTA SC


BALNEÁRIO GAIVOTA SC 06 DE JUNHO  DE 2023"; GUSTAVO DE SOUZA D'AVILA; R$ 600,00; R$ 600,00; R$ 600,00; R$ 0,00
 06/06/2023; 178; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº57/2023

 

O Sr JOSIMAR RAMOS BORGES  OCUPANTE   DO CARGO VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC SAÍDA PREVISTA AS 08;00 HORAS DO DIA 06/06/2023, RETORNANDO AS 18:00  HORAS DO MESMO DIA  TENDO DIREIRO A UMA DIÁRIAS CONFORME RESOLUÇÃO Nº0067/2023 PUBLICADA EM 24 MARÇO DE 2023 
      
        
 
         
ASSUNTO; VISITA AO GABINETE DOS DEPUTADO NAPOLÃO BERNADES PARA TRATAR DE ASSUNTOS RELEVANTES OS MUNICIPES DO MUNICIPIO DE BALNEÁRIO GAIVOTA SC"; JOSIMAR RAMOS BORGES; R$ 600,00; R$ 600,00; R$ 600,00; R$ 0,00
 06/06/2023; 183; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHA REF, MENSALIDADE INTERNET FIBRA ÓPTICA IP FIXO DESTA CASA LEGISLATIVA PROVENIENTE DO MES DE 05/2023; COPERLINK TELECOM LTDA; R$ 219,90; R$ 219,90; R$ 219,90; R$ 0,00
 06/06/2023; 177; CÂMARA MUNICIPAL DE VEREADORES; pela despesa empenha ref, conta telefonia móvel  linha 48998499220 de uso exclusivo desta casa legislativa proveniente do mes de MAIO/2023; TIM S.A; R$ 42,99; R$ 42,99; R$ 42,99; R$ 0,00
 18/05/2023; 1747; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE AO FORNECIMENTO DE MATERIAL BRITADO, PARA USO NA MANUTENÇÃO DA REDE VIÁRIA MUNICIPAL, ESPAÇOS PÚBLICOS, LOGRADOUROS PÚBLICOS E MELHORIA DE ACESSOS A PROPRIEDADES RURAIS, CONFORME DESCRITO NO TERMO DE REFERÊNCIA (ANEXO I) E AS DEMAIS CONDIÇÕES CONSTANTES NO EDITAL E DEMAIS ANEXOS.; ALBINO E CIA LTDA; R$ 38.744,16; R$ 38.744,16; R$ 38.744,16; R$ 0,00
 20/03/2023; 1107; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A AQUISIÇAO DE MATERIAIS DE LIMPEZA E HIGIENE DESTINADOS A MANUTENÇAO DAS NECESSIDADES BASICAS DA SECRETARIA DE OBRAS.; SEBOLD INDUSTRIA DE COSMETICOS LTDA; R$ 238,50; R$ 238,50; R$ 238,50; R$ 0,00
 20/03/2023; 1108; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE A AQUISIÇAO DE MATERIAIS DE LIMPEZA E HIGIENE DESTINADOS A MANUTENÇAO DAS NECESSIDADES BASICAS DA SECRETARIA DE DESENVOLVIMENTO SOCIAL.; SEBOLD INDUSTRIA DE COSMETICOS LTDA; R$ 795,00; R$ 795,00; R$ 795,00; R$ 0,00
 20/03/2023; 1105; SECRETARIA DE EDUCAÇÃO; REFERENTE A AQUISIÇAO DE MATERIAIS DE LIMPEZA E HIGIENE DESTINADOS A MANUTENÇAO DAS NECESSIDADES BASICAS DA REDE MUNICIPAL DE ENSINO FUNDAMENTAL.; SEBOLD INDUSTRIA DE COSMETICOS LTDA; R$ 747,30; R$ 747,30; R$ 747,30; R$ 0,00
 21/03/2023; 1183; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; REFERENTE A AQUISIÇÃO DE MATERIAIS DE LIMPEZA E HIGIENE PARA ATENDER AS NECESSIDADES DA SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICIPIO.; SEBOLD INDUSTRIA DE COSMETICOS LTDA; R$ 155,00; R$ 155,00; R$ 155,00; R$ 0,00
 20/03/2023; 1106; SECRETARIA DE EDUCAÇÃO; REFERENTE A AQUISIÇAO DE MATERIAIS DE LIMPEZA E HIGIENE DESTINADOS A MANUTENÇAO DAS NECESSIDADES BASICAS DA REDE MUNICIPAL DE ENSINO INFANTIL.; SEBOLD INDUSTRIA DE COSMETICOS LTDA; R$ 675,75; R$ 675,75; R$ 675,75; R$ 0,00
 21/03/2023; 1181; SECRETARIA DE EDUCAÇÃO; REFERENTE A AQUISIÇÃO DE MATERIAIS DE LIMPEZA E HIGIENE PARA ATENDER AS NECESSIDADES DA SECRETARIA DE EDUCAÇÃO, MANUTENÇÃO DO ENSINO INFANTIL,; SEBOLD INDUSTRIA DE COSMETICOS LTDA; R$ 310,00; R$ 310,00; R$ 310,00; R$ 0,00
 26/04/2023; 1533; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DESTINADOS PARA MANUTENÇÃO DAS NECESSIDADES BÁSICAS DO SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS (SCFV), SECRETARIA DE DESENVOLVIMENTO SOCIAL.; R. A. D. G. GOMES LTDA.; R$ 627,55; R$ 627,55; R$ 627,55; R$ 0,00
 21/03/2023; 1182; SECRETARIA DE EDUCAÇÃO; REFERENTE A AQUISIÇÃO DE MATERIAIS DE LIMPEZA E HIGIENE PARA ATENDER AS NECESSIDADES DA SECRETARIA DE EDUCAÇÃO, MANUTENÇÃO DO ENSINO FUNDAMENTAL,; SEBOLD INDUSTRIA DE COSMETICOS LTDA; R$ 899,00; R$ 899,00; R$ 899,00; R$ 0,00
 14/04/2023; 1441; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; REFERENTE AQUISIÇÃO DE  TALOES DE CONTROLE DE INSEMINAÇÃO PARA USO DA SECRETARIA MUNICIPAL DE AGRICULTURA; GLOBAL LIVRARIA E PAPELARIA LTDA; R$ 7.000,00; R$ 7.000,00; R$ 7.000,00; R$ 0,00
 14/04/2023; 1442; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; REFERENTE AQUISIÇÃO DE ENVELOPES TIMBRADOS TAMANHO A4 PARA USO NA MANUTENÇÃO DAS NECESSIDADES BASICAS DA SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS.; GLOBAL LIVRARIA E PAPELARIA LTDA; R$ 1.300,00; R$ 1.300,00; R$ 1.300,00; R$ 0,00
 29/05/2023; 1856; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2023; MUNICIPIO DE BALNEARIO GAIVOTA; R$ 9.951,44; R$ 9.951,44; R$ 9.951,44; R$ 0,00
 27/04/2023; 1546; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A SERVIÇO DE MANUTENÇÃO DE VIDRO COM FORNECIMENTO DE MATERIAL, DESTINADO A ATENDER AS NECESSIDADES BÁSICAS DA SECRETARIA DE OBRAS.; EDSON PEREIRA 03142984950; R$ 385,00; R$ 385,00; R$ 385,00; R$ 0,00
 18/04/2023; 1462; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; AQUISIÇÃO DE MATERIAIS ELÉTRICOS PARA MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA MUNICIPAL DE BALNEÁRIO GAIVOTA/SC, CONFORME QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL E SEUS ANEXOS.; SMC MATERIAIS &  CONSTRUÇÃO LTDA; R$ 23.988,00; R$ 23.988,00; R$ 23.988,00; R$ 0,00
 15/05/2023; 1726; SECRETARIA DE EDUCAÇÃO; REFERENTE A UMA DIÁRIA SEM PERNOITE, PELO DESLOCAMENTO ATÉ A CIDADE DE IÇARA/SC, NO DIA 18 DE MAIO DE 2023 COM RETORNO NO RESPECTIVO DIA, PARA REVISÃO DO VEÍCULO: VAN, PLACAS: RXK4C12.; LEANDRO MATIAS CRESCÊNCIO; R$ 50,00; R$ 50,00; R$ 50,00; R$ 0,00
 24/03/2023; 1216; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A AQUISIÇAO DE MATERIAIS PARA PINTURA, DESTINADO PARA MANUTENÇAO DAS NECESSIDADES BASICAS DA SECRETARIA DE OBRAS.; ZAMBIAZI & ZAMBIAZI SERVICOS E COMERCIO LTDA; R$ 5.661,00; R$ 5.661,00; R$ 5.661,00; R$ 0,00
 22/05/2023; 1774; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A AQUISIÇÃO DE SAIBRO DESTINADOS PARA MANUTENÇÃO DA PRAIA TURIMAR, SECRETARIA DE OBRAS E SERVIÇOS URBANOS.; LUARA DAGOSTIN BETTIOL; R$ 14.400,00; R$ 14.400,00; R$ 14.400,00; R$ 0,00
 23/05/2023; 1782; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A PRESTAÇÃO DE SERVIÇOS DE ORGANIZAÇÃO DE DOCUMENTOS DO DEPARTAMENTO DE TRÂNSITO DA POLÍCIA CIVIL - CONVÊNIO DE TRÂNSITO.; BRUNA SOARES GOMES; R$ 800,00; R$ 800,00; R$ 800,00; R$ 0,00
 25/04/2023; 1520; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A SERVIÇO DE VISTORIA PARA TRANSFERÊNCIA DA TRACKER T A PR2022 PLACA RYF2938, DESTINADO PARA AS NECESSIDADES BÁSICAS DA POLÍCIA CIVIL.; VITORIA VISTORIA VEICULAR LTDA; R$ 150,00; R$ 150,00; R$ 150,00; R$ 0,00
 25/04/2023; 1521; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A SERVIÇO DE VISTORIA PARA TRANSFERÊNCIA DA FORD RANGER XLTCD4A32C DESTINADO PARA AS NECESSIDADES BÁSICAS DA POLÍCIA CIVIL.; VITORIA VISTORIA VEICULAR LTDA; R$ 170,00; R$ 170,00; R$ 170,00; R$ 0,00
 16/05/2023; 1731; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;" REFERENTE AO PAGAMENTO DE SENTENÇA JUDICIAL DO SEGUINTE PROCESSO:

N°: 5003654.82.2022.8.24.0069/SC."; TRIBUNAL DE JUSTIÇA DE SANTA CATARINA; R$ 722,18; R$ 722,18; R$ 722,18; R$ 0,00
 30/05/2023; 1868; GABINETE DO PREFEITO; REFERENTE A UMA DIÁRIA SEM PERNOITE, PELO DESLOCAMENTO ATÉ A CIDADE DE FLORIANÓPOLIS/SC, NO DIA 30 DE MAIO DE 2023 COM RETORNO NO RESPECTIVO DIA, PARA VISITA AO GABINETE DOS DEPUTADOS NA ASSEMBLEIA LEGISLATIVA DO ESTADO DE SANTA CATARINA (ALESC).; EVERALDO DOS SANTOS; R$ 583,00; R$ 583,00; R$ 583,00; R$ 0,00
 30/05/2023; 1859; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; REFERENTE À GUIA ART: Nº: 8803743-8 PARA A ATIVIDADE DE DESASSOREAMENTO DE CURSO D'ÁGUA NATURAL, LOCALIZADO NO BAIRRO PRAIA GAIVOTA.; CREA CONS. REGIONAL DE ENG. ARQ. E AGRONOMIA; R$ 96,62; R$ 96,62; R$ 96,62; R$ 0,00
 02/06/2023; 1910; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; REFERENTE A GUIA ART: Nº: 8810195-9 PARA A ATIVIDADE DE TUBULAÇÃO DE CURSO D'ÁGUA ARTIFICIAL EM 100 M LINEARES - P14, LOCALIZADO NO BAIRRO VILLAGE DUNAS RESERVA ESPECIAL.; CREA CONS. REGIONAL DE ENG. ARQ. E AGRONOMIA; R$ 96,62; R$ 96,62; R$ 96,62; R$ 0,00
 11/05/2023; 1702; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; REFERENTE A DUAS DIÁRIAS SEM PERNOITE, PELO DESLOCAMENTO ATÉ A CIDADE DE FLORIANÓPOLIS/SC NO DIA 18 DE MAIO DE 2023 COM RETORNO NO DIA 19 DE MAIO DE 2023, PARA PARTICIPAR DO CONGRESSO DE DIREITO ADMINISTRATIVO CONTEMPORÂNEO.; KELLY DA SILVA COSTA; R$ 160,00; R$ 160,00; R$ 160,00; R$ 0,00
 10/05/2023; 1690; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;" REFERENTE A UMA DIÁRIA SEM PERNOITE, PELO DESLOCAMENTO ATÉ A CIDADE DE FLORIANÓPOLIS/SC, NO DIA 16 DE MAIO DE 2023 COM RETORNO NO RESPECTIVO DIA, PARA PARTICIPAR DE SOLENIDADE DE ENTREGA DA ""MOÇÃO DE APLAUSOS"" PELOS 50 ANOS DA DEFESA CIVIL DO ESTADO DE SANTA CATARINA, NA ASSEMBLEIA LEGISLATIVA DO ESTADO DE SANTA CATARINA (ALESC)."; RODRIGO BATISTA SANTOS; R$ 80,00; R$ 80,00; R$ 80,00; R$ 0,00
 31/03/2023; 1316; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A MANUTENÇAO DE EUIPAMENTOS DE PREVENÇÃO A INCÊNDIOS DESTINADO PARA ATENDER AS NECESSIDADES BASICAS DA SECRETARIA DE OBRAS.; JOAO BATISTA LUMERTZ - ME; R$ 1.420,00; R$ 1.420,00; R$ 1.420,00; R$ 0,00
 31/03/2023; 1313; SECRETARIA DE EDUCAÇÃO; REFERENTE A MANUTENÇAO DE EQUIPAMENTO DE PREVENÇÃO DE INCÊNDIO DAS ESCOLAS ALBINO E DARCY RIBEIRO, DESTINADO PARA MANUTENÇAO DAS NECESSIDADES BASICAS DA SECRETARIA DE EDUCAÇÃO.; JOAO BATISTA LUMERTZ - ME; R$ 12.931,60; R$ 12.931,60; R$ 12.931,60; R$ 0,00
 31/03/2023; 1314; SECRETARIA DE EDUCAÇÃO; REFERENTE A MANUTENÇAO DE EQUIPAMENTOS DE PREVENÇÃO DE INCÊNDIO DOS CENTROS DE EDUCAÇÃO INFANTIL DO MUNICIPIO, MANUTENÇÃO DO ENSINO INFANTIL.; JOAO BATISTA LUMERTZ - ME; R$ 841,50; R$ 841,50; R$ 841,50; R$ 0,00
 31/03/2023; 1318; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE A MANUTENÇAO DE EQUIPAMENTOS DE PREVENÇÃO DE INCÊNDIO DESTINADO PARA ATENDER AS NECESSIDADES BASICAS DA SECRETARIA DE DESENVOLVIMENTO SOCIAL.; JOAO BATISTA LUMERTZ - ME; R$ 568,00; R$ 568,00; R$ 568,00; R$ 0,00
 09/05/2023; 1673; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;" REFERENTE AO PAGAMENTO DE SENTENÇA JUDICIAL DO SEGUINTE PROCESSO:

N° 5003658.22.2022.8.24.0069/SC."; TRIBUNAL DE JUSTIÇA DE SANTA CATARINA; R$ 509,25; R$ 509,25; R$ 509,25; R$ 0,00
 01/06/2023; 1902; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A GUIA ART DE PROJETO E ORÇAMENTO PARA CANALIZAÇÃO E DRENAGEM DAS ÁGUAS PLUVIAIS DA 2ª AVENIDA, LOCALIZADA NO BAIRRO ITAPUAN.; CREA CONS. REGIONAL DE ENG. ARQ. E AGRONOMIA; R$ 96,62; R$ 96,62; R$ 96,62; R$ 0,00
 02/01/2023; 149; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REF.: CONTRATAÇÃO DE SERVIÇOS DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE PAVIMENTAÇÃO EM LAJOTA SEXTAVADA, DRENAGEM PLUVIAL E MEIO FIO DA RUA D - ZACARIAS VICENTE NICOLAU, COM 419M DE EXTENSÃO (TRECHO ENTRE A 5ª E A 7ª AVENIDA), NO BAIRRO JARDIM ULTRAMAR NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC; MGR PRE-MOLDADOS LTDA; R$ 326.800,25; R$ 237.974,50; R$ 237.974,50; R$ 0,00
 13/06/2023; 189; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº63/2023

 

A Sra  MARIA LEANDRO NUNES OCUPANTE   DO CARGO VEREADORA  DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC SAÍDA PREVISTA AS 08;00 HORAS DO DIA 13/06/2023, RETORNANDO AS 18:00 HORAS DO  DIA  16/06/2023 TENDO DIREIRO A QUATRO DIÁRIAS CONFORME RESOLUÇÃO Nº0067/2023 PUBLICADA EM 24 MARÇO DE 2023 
      
        
 
         
ASSUNTO; PARTICIPAR DE UM TREINAMENTO DE FORMAÇÃO DE COMISSOES PROCESSANTES GUIA PRATICO PARA VEREADORES COM A EMPRESA CEAP BRASIL NOS DIA 13 A 16 DE JUNHO DE 2023 NA CIDADE DE FLORIANOPOLIS SC  CONFORME FOLDER EM ANEXO"; MARIA LEANDRO NUNES; R$ 2.400,00; R$ 2.400,00; R$ 2.400,00; R$ 0,00
 13/06/2023; 190; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA  Nº64/2023





	O SR. PAULO ROBERTO DA SILVA OCUPANTE DO CARGO DE VEREADOR PRESIDENTE DESTE PODER LEGISLATIVO MUNICIPAL ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC 
 SAÍDA PREVISTA AS 08;0 HORAS DO DIA 13/06/2023  RETORNANDO AS 18:00 HORAS DO DIA 16/06/2023  TENDO DIREITO A QUATRO DIÁRIA  CONFORME LEI  MUNICIPAL Nº183, DE 19 DE ABRIL DE 2000 
         
ASSUNTO; PARTICIPAR DE UM TREINAMENTO DE FORMAÇÃO DE COMISSOES PROCESSANTES GUIA PRATICO PARA VEREADORES COM A EMPRESA CEAP BRASIL NOS DIA 13 A 16 DE JUNHO DE 2023 NA CIDADE DE FLORIANOPOLIS SC  CONFORME FOLDER EM ANEXO"; PAULO ROBERTO DA SILVA; R$ 3.492,00; R$ 3.492,00; R$ 3.492,00; R$ 0,00
 13/06/2023; 188; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº62/2023

 

O Sr JAISON LEAL PEREIRA OCUPANTE   DO CARGO VEREADOR  DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC SAÍDA PREVISTA AS 08;00 HORAS DO DIA 13/06/2023, RETORNANDO AS 18:00 HORAS DO  DIA  16/06/2023 TENDO DIREIRO A QUATRO DIÁRIAS CONFORME RESOLUÇÃO Nº0067/2023 PUBLICADA EM 24 MARÇO DE 2023 
      
        
 
         
ASSUNTO; PARTICIPAR DE UM TREINAMENTO DE FORMAÇÃO DE COMISSOES PROCESSANTES GUIA PRATICO PARA VEREADORES COM A EMPRESA CEAP BRASIL NOS DIA 13 A 16 DE JUNHO DE 2023 NA CIDADE DE FLORIANOPOLIS SC  CONFORME FOLDER EM ANEXO"; JAISON LEAL PEREIRA; R$ 2.400,00; R$ 2.400,00; R$ 2.400,00; R$ 0,00
 13/06/2023; 187; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº61/2023

 

O Sr JOSIMAR RAMOS BORGES  OCUPANTE   DO CARGO VEREADOR  DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC SAÍDA PREVISTA AS 08;00 HORAS DO DIA 13/06/2023, RETORNANDO AS 18:00 HORAS DO  DIA  16/06/2023 TENDO DIREIRO A QUATRO DIÁRIAS CONFORME RESOLUÇÃO Nº0067/2023 PUBLICADA EM 24 MARÇO DE 2023 
      
        
 
         
ASSUNTO; PARTICIPAR DE UM TREINAMENTO DE FORMAÇÃO DE COMISSOES PROCESSANTES GUIA PRATICO PARA VEREADORES COM A EMPRESA CEAP BRASIL NOS DIA 13 A 16 DE JUNHO DE 2023 NA CIDADE DE FLORIANOPOLIS SC  CONFORME FOLDER EM ANEXO"; JOSIMAR RAMOS BORGES; R$ 2.400,00; R$ 2.400,00; R$ 2.400,00; R$ 0,00
 13/06/2023; 186; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº60/2023

 

O Sr FELIPE AGOSTINHO SANTOS  OCUPANTE   DO CARGO VEREADOR  DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC SAÍDA PREVISTA AS 08;00 HORAS DO DIA 13/06/2023, RETORNANDO AS 18:00 HORAS DO  DIA  16/06/2023 TENDO DIREIRO A QUATRO DIÁRIAS CONFORME RESOLUÇÃO Nº0067/2023 PUBLICADA EM 24 MARÇO DE 2023 
      
        
 
         
ASSUNTO; PARTICIPAR DE UM TREINAMENTO DE FORMAÇÃO DE COMISSOES PROCESSANTES GUIA PRATICO PARA VEREADORES COM A EMPRESA CEAP BRASIL NOS DIA 13 A 16 DE JUNHO DE 2023 NA CIDADE DE FLORIANOPOLIS SC  CONFORME FOLDER EM ANEXO"; FELIPE AGOSTINHO DOS SANTOS; R$ 2.400,00; R$ 2.400,00; R$ 2.400,00; R$ 0,00
 13/06/2023; 191; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHA REF, RENOVAÇÃO ASSINATURA ANT VÍRUS AVAST POR UM ANO; DIGRIV BRASIL LTDA AVAST ANT VÍRUS; R$ 99,00; R$ 99,00; R$ 99,00; R$ 0,00
 13/06/2023; 184; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, INSCRIÇÃO DE 5 VEREADORES NUM TREINAMENTO NO CURSO DE FORMAÇÃO DE COMISSÕES PROCESSASTES  GUIA PRATICO PARA VEREADORES NOS DIAS 13 A 16 DE JUNHO DE 2023; CEAP BRASIL SOLUCOES EDUCACIONAIS PARAB GESTÃO; R$ 4.950,00; R$ 4.950,00; R$ 4.950,00; R$ 0,00
 08/05/2023; 1658; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE A LOCAÇÃO DE IMÓVEL, SENDO UMA CASA DE ALVENARIA DE 257.0 M² APROXIMADAMENTE, LOCALIZADA NOS LOTES 20 E 22 DA QUADRA 7 (SETE), BAIRRO PRAIA DA GAIVOTA, SITO A RUA VILSON MANOEL VALERIM (MAMPITUBA), Nº 319, NESTE MUNICÍPIO, OBJETO DA MATRÍCULA N° 23.942, DO LIVRO Nº 02, FOLHA 01 DO CARTÓRIO DE REGISTRO DE IMÓVEIS DA COMARCA DE SOMBRIO, O QUAL SERVIRÁ PARA A INSTALAÇÃO DO SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS - SCFV, NO EXERCÍCIO DE 2023.; MARIA APARECIDA SCHEFFER; R$ 5.639,57; R$ 5.639,57; R$ 5.639,57; R$ 0,00
 16/03/2023; 1065; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; REFERENTE AO RECOLHIMENTO DE TARIFA PARA EMISSÃO UM CERTIFICADO (E-cpf, ) DIGITAL PARA USO EM ASSINATURAS DE DOCUMENTOS OFICIAIS NA SECRETARIA DO ARRECADAÇÃO MUNICIPAL.; FEDERACAO DAS CAMARAS DE DIRIGENTES LOJISTAS DE SC; R$ 120,00; R$ 120,00; R$ 120,00; R$ 0,00
